PUMFID,Audio_Streaming,Video_Streaming,HouseholdSize,Age,Martial.Status,Education.Level,Sex,Residence.Area,Precaution,Edu_Services,Reported,Incident,Inform_Services,Loss,OnlineShopping,Social_Media_Use,WFH
6510,Same,Same,1,55 to 64 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Urban,More,Same,No,No,Increase,No,Yes,Same,Yes
6513,Not Applicable,Same,1,65 to 74 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Not Applicable,No,No,Increase,No,Yes,Not Applicable,No
6514,Same,Same,2,35 to 44 years old,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Same,No,Yes,Same,No,Yes,Same,Yes
6515,Same,Same,2,75 years and older,Married,High school diploma or a high school equivalency certificate,Female,Urban,More,Not Applicable,No,No,Same,No,Yes,Same,No
6516,Same,Increase,1,55 to 64 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Same,No,No,Increase,No,No,Same,No
6517,Same,Increase,2,45 to 54 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Same,No,No,Same,No,Yes,Same,Yes
6518,Same,Same,1,25 to 34 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Rural,Not More,Same,No,No,Same,No,Yes,Same,No
6519,Not Applicable,Not Applicable,1,65 to 74 years old,Widowed/Separated/Divorced,Trade certificate or diploma,Male,Rural,More,Not Applicable,No,No,Not Applicable,No,No,Not Applicable,No
6520,Same,Same,4,55 to 64 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Not Applicable,No,Yes,Same,No,Yes,Same,No
6521,Same,Same,2,55 to 64 years old,Married,Trade certificate or diploma,Female,Urban,Not More,Same,No,No,Same,No,Yes,Same,No
6522,Not Applicable,Not Applicable,2,55 to 64 years old,Living common-law,Trade certificate or diploma,Male,Urban,Not More,Not Applicable,Yes,Yes,Same,Yes,Yes,Increase,Yes
6523,Not Applicable,Not Applicable,2,65 to 74 years old,Living common-law,University certificate or diploma below the bachelor’s level,Male,Rural,More,Not Applicable,No,Yes,Not Applicable,No,No,Not Applicable,No
6524,Not Applicable,Increase,2,55 to 64 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Increase,No,No,Not Applicable,No
6525,Not Applicable,Not Applicable,1,65 to 74 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Not Applicable,No,No,Not Applicable,No,No,Not Applicable,No
6526,Not Applicable,Same,2,65 to 74 years old,Living common-law,"University certificate, diploma, degree above the BA level",Female,Urban,More,Not Applicable,No,No,Same,No,Yes,Same,No
6527,Not Applicable,Not Applicable,2,65 to 74 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,More,Not Applicable,Yes,Yes,Increase,No,Yes,Increase,No
6529,Increase,Increase,4,15 to 24 years old,Single/Never married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Increase,Yes,Yes,Increase,Yes,Yes,Increase,No
6530,Not Applicable,Increase,3,25 to 34 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Not Applicable,No,No,Increase,No,Yes,Increase,Yes
6531,Same,Increase,1,55 to 64 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Male,Urban,More,Not Applicable,No,No,Same,No,Yes,Same,Yes
6532,Same,Same,1,25 to 34 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Same,No,Yes,Same,No,Yes,Same,Yes
6533,Not Applicable,Not Applicable,2,55 to 64 years old,Married,High school diploma or a high school equivalency certificate,Male,Rural,Not More,Not Applicable,No,No,Not Applicable,No,Yes,Not Applicable,No
6534,Same,Increase,1,45 to 54 years old,Widowed/Separated/Divorced,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Increase,Yes
6536,Not Applicable,Increase,2,65 to 74 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Not Applicable,No,No,Increase,No,Yes,Increase,No
6537,Same,Same,3,55 to 64 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,More,Not Applicable,No,No,Same,No,Yes,Same,Yes
6538,Same,Same,2,35 to 44 years old,Married,High school diploma or a high school equivalency certificate,Male,Urban,More,Increase,No,Yes,Increase,No,Yes,Same,Yes
6539,Not Applicable,Increase,2,75 years and older,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Rural,More,Not Applicable,No,No,Increase,No,Yes,Increase,No
6540,Same,Increase,1,65 to 74 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Increase,No,Yes,Increase,No
6542,Not Applicable,Not Applicable,2,75 years and older,Married,Less than high school diploma or its equivalent,Female,Urban,Not More,Not Applicable,No,No,Not Applicable,No,Yes,Not Applicable,No
6543,Not Applicable,Not Applicable,2,65 to 74 years old,Married,High school diploma or a high school equivalency certificate,Female,Rural,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
6544,Increase,Same,1,55 to 64 years old,Widowed/Separated/Divorced,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Increase,Yes,Yes,Same,No,Yes,Same,No
6545,Same,Same,3,25 to 34 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
6546,Not Applicable,Same,3,75 years and older,Widowed/Separated/Divorced,Less than high school diploma or its equivalent,Female,Urban,Not More,Not Applicable,No,No,Same,No,No,Same,No
6547,Not Applicable,Increase,1,55 to 64 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Male,Urban,More,Not Applicable,No,No,Same,No,Yes,Increase,No
6548,Same,Increase,4,45 to 54 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Increase,Yes,Yes,Increase,Yes,Yes,Increase,Yes
6549,Increase,Increase,2,45 to 54 years old,Married,Less than high school diploma or its equivalent,Male,Rural,Not More,Increase,No,Yes,Increase,No,Yes,Increase,Yes
6550,Not Applicable,Same,1,35 to 44 years old,Single/Never married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
6551,Same,Same,2,35 to 44 years old,Living common-law,College/CEGEP/other non-university certificate or diploma,Male,Rural,Not More,Same,No,No,Same,No,Yes,Same,Yes
6553,Decrease,Decrease,2,75 years and older,Married,Trade certificate or diploma,Male,Urban,Not More,Decrease,No,No,Decrease,No,No,Decrease,No
6554,Not Applicable,Increase,2,65 to 74 years old,Married,High school diploma or a high school equivalency certificate,Male,Rural,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
6555,Same,Same,1,65 to 74 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Male,Rural,Not More,Same,Yes,Yes,Same,No,No,Same,No
6556,Not Applicable,Increase,1,55 to 64 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Urban,More,Not Applicable,Yes,Yes,Increase,Yes,Yes,Increase,Yes
6557,Increase,Same,1,25 to 34 years old,Single/Never married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Same,No,No,Same,No,No,Increase,No
6558,Same,Same,1,35 to 44 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Same,No,No,Same,No,Yes,Same,Yes
6559,Not Applicable,Same,4,45 to 54 years old,Married,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Not Applicable,No,Yes,Same,No,No,Increase,No
6561,Same,Same,2,35 to 44 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,More,Not Applicable,No,Yes,Same,No,Yes,Increase,No
6562,Same,Decrease,2,65 to 74 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Not Applicable,No,Yes,Decrease,No,Yes,Decrease,No
6563,Same,Same,1,35 to 44 years old,Single/Never married,Trade certificate or diploma,Male,Rural,Not More,Same,No,No,Same,No,Yes,Same,No
6565,Same,Same,2,55 to 64 years old,Married,University certificate or diploma below the bachelor’s level,Male,Rural,Not More,Same,No,No,Same,No,No,Same,No
6566,Increase,Decrease,2,35 to 44 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Same,No,Yes,Same,No,Yes,Same,No
6567,Same,Increase,1,55 to 64 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Male,Urban,More,Not Applicable,Yes,Yes,Increase,No,No,Increase,No
6568,Increase,Not Applicable,1,45 to 54 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Female,Rural,More,Not Applicable,Yes,Yes,Increase,No,Yes,Increase,No
6569,Increase,Increase,2,35 to 44 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,More,Increase,No,No,Increase,No,Yes,Increase,Yes
6571,Same,Increase,2,25 to 34 years old,Living common-law,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Increase,No
6572,Increase,Increase,2,65 to 74 years old,Married,"University certificate, diploma, degree above the BA level",Male,Rural,More,Not Applicable,No,Yes,Same,No,Yes,Decrease,No
6573,Same,Same,2,45 to 54 years old,Living common-law,Trade certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Same,No,No,Same,No
6575,Same,Increase,2,35 to 44 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Same,No,Yes,Same,No,Yes,Increase,Yes
6576,Same,Increase,2,15 to 24 years old,Married,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Same,No,No,Increase,No,Yes,Increase,No
6578,Same,Increase,2,35 to 44 years old,Living common-law,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,Yes
6579,Increase,Same,2,55 to 64 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Rural,More,Same,Yes,Yes,Same,Yes,Yes,Same,No
6580,Same,Same,2,65 to 74 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
6581,Same,Same,2,55 to 64 years old,Married,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Same,No,Yes,Same,No,Yes,Increase,No
6582,Increase,Increase,3,65 to 74 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,More,Increase,No,Yes,Increase,Yes,Yes,Increase,No
6583,Same,Same,2,45 to 54 years old,Married,University certificate or diploma below the bachelor’s level,Male,Urban,More,Same,No,Yes,Same,No,Yes,Same,Yes
6584,Not Applicable,Increase,2,35 to 44 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Increase,No,Yes,Increase,Yes,Yes,Increase,Yes
6585,Increase,Increase,1,25 to 34 years old,Single/Never married,Less than high school diploma or its equivalent,Male,Urban,Not More,Increase,No,No,Same,No,Yes,Increase,No
6586,Not Applicable,Increase,1,55 to 64 years old,Widowed/Separated/Divorced,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Rural,More,Not Applicable,No,Yes,Same,No,No,Increase,No
6587,Not Applicable,Not Applicable,2,65 to 74 years old,Widowed/Separated/Divorced,University certificate or diploma below the bachelor’s level,Male,Rural,More,Not Applicable,No,No,Same,No,Yes,Not Applicable,No
6588,Same,Increase,2,55 to 64 years old,Married,High school diploma or a high school equivalency certificate,Female,Rural,More,Not Applicable,Yes,Yes,Same,Yes,Yes,Increase,Yes
6589,Same,Same,2,25 to 34 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Same,No,No,Same,No,Yes,Increase,Yes
6590,Same,Same,1,35 to 44 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Male,Urban,More,Same,Yes,Yes,Same,Yes,Yes,Same,Yes
6591,Not Applicable,Same,1,55 to 64 years old,Widowed/Separated/Divorced,Trade certificate or diploma,Female,Rural,Not More,Not Applicable,Yes,Yes,Increase,No,Yes,Same,No
6592,Not Applicable,Increase,2,35 to 44 years old,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Not Applicable,No,No,Increase,No,No,Same,Yes
6593,Same,Same,2,35 to 44 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Same,No,No,Same,No,Yes,Same,No
6594,Not Applicable,Not Applicable,1,75 years and older,Widowed/Separated/Divorced,University certificate or diploma below the bachelor’s level,Female,Rural,More,Same,No,No,Same,No,Yes,Same,No
6595,Increase,Same,2,65 to 74 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,No,Same,No
6596,Same,Same,4,45 to 54 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Same,No,Yes,Same,No,Yes,Same,Yes
6598,Not Applicable,Not Applicable,2,65 to 74 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,More,Not Applicable,No,No,Not Applicable,No,Yes,Same,No
6599,Not Applicable,Not Applicable,1,75 years and older,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,Yes,Same,No,Yes,Same,No
6600,Not Applicable,Not Applicable,1,55 to 64 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Rural,More,Not Applicable,No,No,Not Applicable,No,No,Same,No
6601,Same,Increase,2,35 to 44 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Same,Yes,Yes,Increase,No,Yes,Increase,Yes
6602,Not Applicable,Same,2,65 to 74 years old,Married,High school diploma or a high school equivalency certificate,Female,Rural,Not More,Not Applicable,No,No,Not Applicable,No,Yes,Increase,No
6603,Decrease,Decrease,1,45 to 54 years old,Single/Never married,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Not Applicable,No,Yes,Same,Yes,Yes,Decrease,No
6604,Increase,Increase,4,45 to 54 years old,Married,University certificate or diploma below the bachelor’s level,Male,Urban,More,Increase,No,Yes,Increase,No,Yes,Increase,Yes
6605,Decrease,Same,1,55 to 64 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Rural,Not More,Not Applicable,Yes,Yes,Same,Yes,Yes,Same,Yes
6606,Increase,Increase,3,45 to 54 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Same,No,Yes,Increase,Yes,Yes,Increase,Yes
6607,Increase,Increase,1,35 to 44 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Male,Urban,More,Increase,No,Yes,Increase,No,Yes,Increase,Yes
6608,Increase,Increase,2,35 to 44 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Increase,Yes,Yes,Increase,Yes,Yes,Same,Yes
6609,Same,Same,1,75 years and older,Widowed/Separated/Divorced,Trade certificate or diploma,Male,Urban,Not More,Same,No,No,Same,No,No,Same,Yes
6610,Not Applicable,Increase,2,55 to 64 years old,Living common-law,Less than high school diploma or its equivalent,Female,Urban,Not More,Not Applicable,No,No,Increase,No,No,Increase,No
6611,Same,Increase,3,45 to 54 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Same,No,No,Same,No,Yes,Decrease,No
6612,Same,Increase,2,45 to 54 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Same,No,Yes,Same,No,Yes,Increase,Yes
6613,Same,Same,2,35 to 44 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Same,No,No,Same,No,Yes,Same,No
6614,Same,Same,3,65 to 74 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,More,Not Applicable,No,No,Same,No,Yes,Same,No
6615,Same,Not Applicable,2,55 to 64 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Rural,Not More,Not Applicable,No,No,Same,No,Yes,Not Applicable,No
6616,Increase,Increase,2,25 to 34 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Increase,Yes,Yes,Increase,No,Yes,Increase,Yes
6618,Not Applicable,Not Applicable,1,65 to 74 years old,Widowed/Separated/Divorced,Less than high school diploma or its equivalent,Male,Urban,Not More,Not Applicable,No,No,Not Applicable,No,No,Not Applicable,No
6619,Same,Same,2,55 to 64 years old,Married,High school diploma or a high school equivalency certificate,Male,Urban,More,Not Applicable,No,Yes,Same,No,No,Same,No
6620,Decrease,Increase,2,65 to 74 years old,Married,Trade certificate or diploma,Male,Urban,More,Not Applicable,No,Yes,Same,Yes,No,Increase,No
6621,Decrease,Same,2,65 to 74 years old,Married,"University certificate, diploma, degree above the BA level",Male,Rural,Not More,Increase,No,No,Not Applicable,No,Yes,Same,No
6622,Not Applicable,Not Applicable,2,65 to 74 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Not Applicable,Yes,Yes,Same,No,No,Same,No
6623,Same,Same,1,65 to 74 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Male,Urban,More,Same,No,No,Same,No,Yes,Decrease,Yes
6624,Not Applicable,Not Applicable,2,65 to 74 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Not Applicable,No,No,Increase,No,No,Same,No
6625,Increase,Increase,2,25 to 34 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Same,No,No,Same,No,Yes,Increase,Yes
6626,Increase,Increase,2,45 to 54 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Same,Yes,Yes,Same,No,Yes,Decrease,Yes
6627,Not Applicable,Same,2,75 years and older,Married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Not Applicable,No,Yes,Same,No,Yes,Same,No
6628,Same,Same,1,45 to 54 years old,Single/Never married,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Not Applicable,No,No,Same,No,No,Not Applicable,No
